show_id,type_show,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description_show
1080,movie,Road To High & Low,Indefinido,"Akira,Keita Machida,Nobuyuki Suzuki,Sho Aoyagi,Takanori Iwata",Japan,2020-09-20,2016,TV-MA,94 minutes,"Action & Adventure, International Movies",Three inseparable friends are torn when one of them becomes a member of a predatory criminal syndicate threatening to overpower his old friends gang.
1081,movie,The Blue Elephant 2,Zhao Ji,"Hend Sabry,Karim Abdel Aziz,Khaled El Sawy,Nelly Karim,Shereen Reda",Egypt,2020-09-20,2019,TV-MA,130 minutes,"Horror Movies, International Movies, Thrillers","When a former criminal psychiatrist discovers that a patient holds a secret that threatens his family, he must resort to extreme measures to save them."
1082,movie,Bhaji In Problem,Indefinido,"B.N. Sharma,Gippy Grewal,Gurpreet Guggi,Om Puri,Ragini Khanna",India,2020-09-19,2013,TV-14,117 minutes,"Comedies, International Movies",Married to two women – each unaware of the other – a man finds his double life threatened when an old friend who knows his not-so-little secret arrives.
1083,movie,Black,Indefinido,"Ashish Vidyarthi,Bidya Sinha Mim,Rajatabha Dutta,Rudranil Ghosh,Soham Chakraborty",India,2020-09-19,2015,TV-14,137 minutes,"Action & Adventure, International Movies","A small-town man takes on a dangerous gangster to avenge his father, a police officer who ended his own life after being framed in a deadly crime."
1084,TV series,Fukrey Boyzzz,Jamie Babbit,"Jasleen Singh,Manish Bhavan,Pooja Punjabi,Viraaj Modgill,Viswanathan Sridhar",Indefinido,2020-09-19,2020,TV-Y,1 seasons,"Kids TV, TV Comedies","A troublemaking trio dreams big, plays hard and stirs up all sorts of classroom mischief in this animated spinoff of the popular Hindi film franchise."
1085,movie,Saheb Biwi Aur Gangster Returns,Indefinido,"Irrfan Khan,Jimmy Shergill,Mahie Gill,Raj Babbar,Soha Ali Khan",India,2020-09-19,2013,TV-MA,139 minutes,"Dramas, International Movies, Romantic Movies",Knotty love triangles and nefarious schemes arise when a nobleman’s plans to remarry fall into the cunning hands of his first wife and a vengeful rival.
1086,movie,Santa Banta Pvt Ltd,Park Hoon-jung,"Boman Irani,Lisa Haydon,Neha Dhupia,Ram Kapoor,Vir Das",India,2020-09-19,2016,TV-14,111 minutes,"Comedies, International Movies","Passed off as spies, two inept pals are sent to Fiji to rescue a kidnapped bureaucrat. Soon enough, they’re creating more problems than they’re solving."
1087,movie,The Royal Bengal Tiger,Dare Olaitan,"Abir Chatterjee,Jeet,Kharaj Mukherjee,Priyanka Sarkar,Shradha Das",India,2020-09-19,2014,TV-MA,103 minutes,"Dramas, International Movies, Thrillers","Knocked down by life one too many times, a meek family man drastically transforms from shy to savage after an encounter with a mysterious friend."
1088,movie,Dolly Kitty Aur Woh Chamakte Sitare,Hardik Mehta,"Aamir Bashir,Amol Parashar,Bhumi Pednekar,Konkona Sen Sharma,Vikrant Massey",India,2020-09-18,2020,TV-MA,120 minutes,"Dramas, Independent Movies, International Movies","A disillusioned Delhi wife and her new-in-town cousin navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom."
1089,TV series,Ratched,Ben Falcone,"Cynthia Nixon,Finn Wittrock,Judy Davis,Sarah Paulson,Sharon Stone",United States,2020-09-18,2020,TV-MA,1 seasons,"TV Dramas, TV Horror, TV Mysteries","In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness."
109,TV series,This Is a Robbery: The Worlds Biggest Art Heist,Indefinido,Indefinido,Indefinido,2021-04-07,2021,TV-MA,1 seasons,"Crime TV Shows, Docuseries, TV Mysteries","In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime."
1090,TV series,I Heart Arlo,"Travon Free, Martin Desmond Roe","Brett Gelman,Haley Tju,Jonathan Van Ness,Mary Lambert,Michael J. Woodard",Indefinido,2021-08-27,2021,TV-Y7,1 seasons,"Kids TV, TV Comedies",Its a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.
1091,TV series,The American Barbecue Showdown,Angga Dwimas Sasongko,"Lyric Lewis,Rutledge Wood",United States,2020-09-18,2020,TV-G,1 seasons,Reality TV,Eight of the countrys best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.
1092,TV series,The Blacklist,Indefinido,"Diego Klattenhoff,Harry Lennix,James Spader,Megan Boone,Ryan Eggold",United States,2020-09-18,2019,TV-14,7 seasons,"Crime TV Shows, TV Dramas, TV Thrillers","After turning himself in, a brilliant fugitive offers to help the FBI bag other baddies, but only if rookie profiler Elizabeth Keen is his partner."
1093,movie,Whipped,Indefinido,"Andovi da Lopez,Chandra Liow,Jovial da Lopez,Susan Sameh,Tommy Limmm",Indonesia,2020-09-18,2020,TV-14,98 minutes,"Comedies, International Movies, Romantic Movies",Four buddies attend a class taught by a love guru who leads them to question their romantic attachments — until her hidden agenda comes to light.
1094,movie,Anaamika,Indefinido,"Harshvardhan Rane,Nayantara,Pasupathy,Thagubothu Ramesh,Vaibhav Reddy",India,2020-09-17,2014,TV-14,130 minutes,"International Movies, Thrillers","As a woman scours Hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there’s more to the mystery than meets the eye."
1095,TV series,Dragons Dogma,Indefinido,"Cristina Vee,David Lodge,Erica Mendez,Greg Chun,Yuichi Nakamura",Indefinido,2020-09-17,2020,TV-MA,1 seasons,"Anime Series, International TV Shows","Resurrected as an Arisen, Ethan sets out to vanquish the Dragon that took his heart. But with every demon he battles, his humanity slips further away."
1096,movie,GIMS: On the Record,Indefinido,Maître Gims,France,2020-09-17,2020,TV-MA,96 minutes,"Documentaries, International Movies, Music & Musicals",Go backstage with beloved rap superstar Gims in the year leading up to his major 2019 Stade de France performance in this up-close documentary.
1097,movie,Horrid Henrys Gross Day Out,Steve Rolston,"Emma Tate,Lizzie Waterworth-Santo,Sue Elliot Nicholls,Tamsin Heatley,Wayne Forester",United Kingdom,2020-09-17,2020,TV-Y,61 minutes,"Children & Family Movies, Comedies","Worlds collide when Henry makes plans to spend Saturday on the sofa watching a ""Gross Class Zero"" marathon — and his favorite characters come to life!"
1098,movie,Nee Enge En Anbe,Shalini Kantayya,"Harshvardhan Rane,Nayantara,Pasupathy,Thagubothu Ramesh,Vaibhav Reddy",Indefinido,2020-09-17,2014,TV-14,137 minutes,"International Movies, Thrillers","As a woman scours Hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there’s more to the mystery than meets the eye."
1099,movie,Residue,Madonne Ashwin,"Dennis Lindsey,Derron Scott,Jamal Graham,Obinna Nwachukwu,Taline Stewart",United States,2020-09-17,2020,TV-MA,90 minutes,"Dramas, Independent Movies",A young screenwriter returns to his hometown to write a script based on his childhood and discovers his neighborhood has been gentrified.
11,movie,Motu Patlu Dino Invasion,Indefinido,"Anil Datt,Mayur Vyas,Sourav Chakraborty",Indefinido,2021-04-20,2018,TV-Y7,80 minutes,"Children & Family Movies, Comedies","A time machine sends Motu and Patlu back to the dinosaur period, but the real trouble starts when the reptiles travel back to the present day with them!"
110,movie,The Last Kids on Earth: Happy Apocalypse to You,Indefinido,"Bruce Campbell,Charles Demers,Garland Whitt,Montse Hernandez,Nick Wolfhard",Indefinido,2021-04-06,2021,TV-Y7,92 minutes,"Children & Family Movies, Comedies","Help Jack and his monster-battling friends make choices to stay alive — and have some fun — in this interactive ""Last Kids on Earth"" adventure!"
1100,TV series,The Last Word,Enah Johnscott,"Anke Engelke,Johannes Zeiler,Juri Winkler,Nina Gummich,Thorsten Merten",Germany,2020-09-17,2020,TV-MA,1 seasons,"International TV Shows, TV Comedies, TV Dramas","Suddenly a widow, a woman rekindles her thirst for life by becoming a eulogist while navigating the existential landscape of death, grief and love."
1101,TV series,King of Boys: The Return of the King,Braden R. Duemmler,"Efa Iwara,Richard Mofe-Damijo,Sola Sobowale,Titi Kuti,Toni Tones",Nigeria,2021-08-27,2021,TV-MA,1 seasons,"Crime TV Shows, International TV Shows, TV Dramas","Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness."
1102,TV series,Baby,Cal Brunker,"Alice Pagani,Benedetta Porcaroli,Brando Pacitto,Chabeli Sastre Gonzalez,Riccardo Mandolini",Italy,2020-09-16,2020,TV-MA,3 seasons,"International TV Shows, TV Dramas, Teen TV Shows","Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the citys underworld and start leading double lives."
1103,TV series,Challenger,Steve Pink,Indefinido,United States,2020-09-16,2020,TV-14,1 seasons,"Docuseries, Science & Nature TV","Engineers, officials and the crew members families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath."
1104,TV series,Criminal: UK,Xiao Feng,"Katherine Kelly,Lee Ingleby,Mark Stanley,Rochenda Sandall,Shubham Saraf","United Kingdom, France, Germany, Spain",2020-09-16,2020,TV-MA,2 seasons,"British TV Shows, Crime TV Shows, International TV Shows","Within the walls of an interrogation room and with time running out, London investigators go after three suspects, each accused of a grievous crime."
1105,movie,Dr Jason Leong Hashtag Blessed,Vince Marcello,Jason Leong,Indefinido,2020-09-16,2018,TV-MA,69 minutes,Stand-Up Comedy,"In this stand-up special, former doctor Jason Leong gives his diagnoses on the nonsense of traditional healers, business-class show-offs and more."
1106,TV series,Signs,Ricky Staub,"Andrzej Konopka,Helena Sujecka,Mariusz Ostrowski,Michał Czernecki,Piotr Trojan",Poland,2020-09-16,2020,TV-MA,2 seasons,"Crime TV Shows, International TV Shows, TV Dramas","When a young womans murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town."
1107,TV series,Sing On!,"Patrick Durham, Paul G. Volk",Tituss Burgess,United States,2020-09-16,2020,TV-PG,1 seasons,Reality TV,"In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000."
1108,movie,The Devil All The Time,BB Sasore,"Bill Skarsgård,Mia Wasikowska,Riley Keough,Robert Pattinson,Tom Holland",United States,2020-09-16,2020,R,139 minutes,"Dramas, Thrillers",Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.
1109,movie,The Paramedic,Naseef Yusuf Izuddin,"Celso Bugallo,Déborah François,Guillermo Pfening,María Rodríguez Soto,Mario Casas",Spain,2020-09-16,2020,TV-MA,94 minutes,"Dramas, International Movies, Thrillers","Unable to face his new reality in a wheelchair, Ángel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot."
111,movie,Coded Bias,"Luis Alfaro, Javier Gómez Santander",Indefinido,"United States, China, United Kingdom",2021-04-05,2020,TV-MA,86 minutes,Documentaries,This documentary investigates the bias in algorithms after M.I.T. Media Lab researcher Joy Buolamwini uncovered flaws in facial recognition technology.
1110,movie,The Take,"Appie Boudellah, Aram van de Rest","Charlotte Le Bon,Idris Elba,José Garcia,Kelly Reilly,Richard Madden","United Kingdom, France, United States, Belgium, Luxembourg, China, Germany",2020-09-16,2016,R,92 minutes,"Action & Adventure, International Movies","After a mix-up lands him in hot water, a skilled pickpocket is forced to help a no-nonsense CIA operative track a terrorist group in Paris."
1111,TV series,Call the Midwife,Sylvie Verheyde,"Bryony Hannah,Helen George,Jenny Agutter,Pam Ferris,Vanessa Redgrave",United Kingdom,2020-09-15,2020,TV-MA,9 seasons,"British TV Shows, International TV Shows, TV Dramas",This period drama set in impoverished East London in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent.
1112,TV series,Blood & Water,Nick Moore,"Ama Qamata,Dillon Windvogel,Gail Mabalane,Khosi Ngema,Thabang Molaba",South Africa,2021-09-24,2021,TV-MA,2 seasons,"International TV Shows, TV Dramas, TV Mysteries","After crossing paths at a party, a Cape Town teen sets out to prove whether a private-school swimming star is her sister who was abducted at birth."
1113,TV series,Jaguar,Alex Zamm,"Adrián Lastra,Blanca Suárez,Francesc Garrido,Iván Marcos,Óscar Casas",Indefinido,2021-09-22,2021,TV-MA,1 seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","In the 1960s, a Holocaust survivor joins a group of self-trained spies who seek justice against Nazis fleeing to Spain to hide after WWII."
1114,movie,Koi Aap Sa,Roland Emmerich,"Aftab Shivdasani,Dipannita Sharma,Himanshu Mallik,Natassha,Vaidya Advai",India,2021-08-27,2006,TV-14,135 minutes,"Comedies, Dramas, International Movies","Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her."
1115,movie,Hope Frozen: A Quest to Live Twice,Rajkumar Hirani,Indefinido,"Thailand, United States",2020-09-15,2020,TV-PG,80 minutes,"Documentaries, International Movies","A Thai scientist and his family decide to cryonically freeze their cherished, dying toddler. This heartfelt documentary follows their journey."
1116,movie,Michael McIntyre: Showman,Rajesh Mapuskar,Michael McIntyre,United Kingdom,2020-09-15,2020,TV-MA,63 minutes,Stand-Up Comedy,"Charming comic Michael McIntyre talks family, technology, sharks, accents and the time he confused himself for a world leader in this stand-up special."
1117,movie,Raising Victor Vargas,Indefinido,"Altagracia Guzman,Judy Marte,Melonie Diaz,Silvestre Rasuk,Victor Rasuk","France, United States",2020-09-15,2002,R,88 minutes,"Dramas, Independent Movies, Romantic Movies",A suave teen sets his sights on a girl who seems beyond his reach. But his game cant be confined to his tiny apartment and familys old-school values.
1118,TV series,Taco Chronicles,Lina Al Abed,Indefinido,United States,2020-09-15,2020,TV-MA,2 seasons,"Docuseries, International TV Shows, Reality TV","Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure."
